CellPhone,EyeColor,ColorBlind,Gender,HairColor,HairLength,Wet,Lather,Rinse,YearinSchool,Age,BirthWeight(oz),Height(in),IdealHeight,IdealEyeColor,IdealHairColor,CreditHours,SchoolWork,OffCampusWork,OnCampusWork,FromIowa?,FromUS?,States,Countries,Living
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,118,72,68,Blue,Brown,13,12,None,None,Yes,Yes,20,3,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,118,63,72,No preference,No Preference,17,10,21 - 30 hours,None,Yes,Yes,16,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Senior,21,118,64,72,Hazel/Green,Brown,18,5,21 - 30 hours,None,Yes,Yes,22,4,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,18,118,65,72,No preference,No Preference,16,25,None,11 - 20 hours,Yes,Yes,25,3,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,21,118,65,72,No preference,No Preference,16,7,1 - 10 hours,None,Yes,Yes,18,3,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,118,68,72,Blue,Brown,16,25,None,None,No,Yes,20,1,Fraternity/Sorority housing
I own a cell phone that is not a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Senior,20,118,,73,No preference,No Preference,20,12,1 - 10 hours,None,Yes,Yes,20,15,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,,19,118,61,73,Blue,Brown,14.5,8,1 - 10 hours,None,Yes,Yes,13,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,118,67,73,Blue,Brown,18,20,None,11 - 20 hours,No,Yes,31,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,118,64,74,Hazel/Green,Blond,19,10,None,11 - 20 hours,No,Yes,20,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,118,68,74,Blue,Blond,16,15,None,None,No,Yes,35,3,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,118,69,74,Brown,Brown,18,10,None,1 - 10 hours,No,Yes,42,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,118,69,74,No preference,Brown,18,15,11 - 20 hours,None,No,Yes,19,3,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Senior,21,118,65,75,Hazel/Green,Brown,15,30,11 - 20 hours,11 - 20 hours,No,Yes,49,6,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Red,Long,Away from the shower,Away from the shower,Away from the shower,Freshman,18,118,68,75,Hazel/Green,Brown,15,15,None,None,No,Yes,10,4,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,118,71,76,Other,Brown,16,30,11 - 20 hours,More than 30 hours,No,Yes,15,2,Off-campus housing
I own a cell phone that is a smartphone.,Other,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,119,65,71,Brown,Brown,18,17,None,None,Yes,Yes,14,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Junior,19,119,68,72,Blue,Brown,16,10,None,None,Yes,Yes,16,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Other,Away from the shower,Freshman,18,119,63,73,Blue,Blond,14,5,None,11 - 20 hours,Yes,Yes,14,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,119,64,74,No preference,Brown,15,20,11 - 20 hours,None,Yes,Yes,11,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,119,65,74,Blue,Brown,16,12,None,None,No,Yes,8,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,119,66,74,No preference,Brown,18,,None,11 - 20 hours,No,Yes,8,0,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,Yes,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,119,69,74,Hazel/Green,Brown,14,20,1 - 10 hours,None,Yes,Yes,15,3,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,119,72,75,Hazel/Green,No Preference,15,6,None,1 - 10 hours,Yes,Yes,18,4,Off-campus housing
I own a cell phone that is not a smartphone.,Brown,No,Male,Brown,Short,Away from the shower,Toward the shower,Toward the shower,Junior,20,120,69,60,No preference,Red,13,20,None,None,Yes,Yes,7,8,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,120,68,70,Hazel/Green,Black,,15,None,1 - 10 hours,No,Yes,17,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Red,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,120,,70,Blue,No Preference,16,15,None,11 - 20 hours,Yes,Yes,15,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Freshman,18,120,61,71,Blue,Blond,17.5,4,None,None,Yes,Yes,11,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,120,62,71,Hazel/Green,Brown,16,10,11 - 20 hours,None,No,Yes,23,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Senior,21,120,67,71,No preference,No Preference,16,5,11 - 20 hours,None,Yes,Yes,20,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,120,70,66,No preference,Brown,14,20,None,1 - 10 hours,Yes,Yes,30,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,120,72,66,Hazel/Green,Red,14,15,11 - 20 hours,None,Yes,Yes,14,4,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Senior,23,120,74,68,Brown,Black,16,5,None,11 - 20 hours,Yes,Yes,20,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,120,62,69,Blue,Brown,17,12,None,1 - 10 hours,No,Yes,10,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Toward the shower,Junior,20,120,61,72,No preference,Brown,16,20,11 - 20 hours,11 - 20 hours,No,Yes,38,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,120,63,72,Blue,Brown,17,20,None,None,Yes,Yes,22,6,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Senior,26,120,68,72,No preference,No Preference,16,10,None,11 - 20 hours,No,Yes,24,16,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Toward the shower,Away from the shower,Away from the shower,Sophomore,19,120,,72,No preference,No Preference,15,10,None,None,Yes,Yes,15,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Red,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,21,120,65,73,Blue,Brown,13,15,None,1 - 10 hours,Yes,Yes,25,15,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,120,62,74,Blue,Brown,17,10,None,None,Yes,Yes,12,2,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Short,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,120,63,74,Blue,Brown,16,12,None,None,No,Yes,12,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,120,66,74,Hazel/Green,Brown,17,25,1 - 10 hours,None,Yes,Yes,15,7,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Senior,22,120,66,74,Blue,Brown,15,8,None,11 - 20 hours,Yes,Yes,30,3,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,120,68,74,Blue,Blond,16,20,None,None,No,Yes,12,3,Off-campus housing
I own a cell phone that is not a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,120,67,75,Brown,Brown,16,10,None,11 - 20 hours,Yes,Yes,10,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,120,68,75,Brown,Brown,17,10,21 - 30 hours,None,Yes,Yes,19,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Toward the shower,Away from the shower,Toward the shower,Senior,39,120,69,76,Brown,Black,13,20,More than 30 hours,None,Yes,Yes,24,2,Living at home with family
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,120,71,77,No preference,No Preference,15,20,11 - 20 hours,None,Yes,Yes,14,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Other,Red,Long,Away from the shower,Away from the shower,Away from the shower,Senior,21,120,68,,No preference,No Preference,19,60,None,21 - 30 hours,No,Yes,45,2,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Away from the shower,Away from the shower,Away from the shower,Junior,20,121,69,64,Blue,Blond,17,15,None,None,Yes,Yes,17,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,121,69,65,No preference,No Preference,16,5,None,1 - 10 hours,Yes,Yes,25,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,121,63,67,No preference,No Preference,17,6,None,None,Yes,Yes,25,9,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,121,71,69,Blue,Red,16,17,None,1 - 10 hours,No,Yes,26,4,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,121,64,72,Brown,Brown,13,10,11 - 20 hours,None,No,Yes,7,0,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,121,71,74,Blue,Brown,16,30,None,None,Yes,Yes,11,1,On-campus housing
I own a cell phone that is not a smartphone.,Other,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,22,121,68,74,Blue,Black,14,7,None,None,No,Yes,17,7,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,121,66,75,Blue,Brown,18,18,None,None,No,Yes,25,4,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,121,67,76,No preference,Brown,16,18,None,None,Yes,Yes,27,8,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,128,74,70,No preference,No Preference,16,32,None,None,Yes,Yes,32,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,128,75,71,Blue,Blond,12,20,None,None,Yes,Yes,20,2,On-campus housing
I own a cell phone that is a smartphone.,Other,No,Female,Blond,Short,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,128,70,72,Blue,Brown,16,20,None,None,No,Yes,12,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Away from the shower,Sophomore,19,128,72,64,Blue,Brown,17,15,None,None,No,Yes,11,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Away from the shower,Toward the shower,Toward the shower,Sophomore,19,128,72,66,Blue,Blond,15,30,None,None,Yes,Yes,23,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,128,72,66,Hazel/Green,Blond,15,10,None,None,No,Yes,10,8,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,19,128,74,66,No preference,Brown,15,10,None,None,No,Yes,5,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,128,72,67,Blue,Blond,17,25,None,None,No,Yes,11,0,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,128,75,67,Blue,Brown,14,8,11 - 20 hours,None,No,Yes,12,4,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Medium,Toward the shower,Toward the shower,Toward the shower,Senior,21,128,73,68,Hazel/Green,Brown,14,25,11 - 20 hours,11 - 20 hours,Yes,Yes,15,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Black,Medium,Toward the shower,Away from the shower,Toward the shower,Junior,29,128,70,72,Brown,Brown,16,24,None,None,No,No,5,3,Living at home with family
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,128,63,72,Brown,Brown,17,15,None,None,Yes,Yes,15,8,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,128,65,72,Brown,Brown,16,25,None,1 - 10 hours,No,Yes,10,7,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,128,66,72,Blue,No Preference,16,7,None,1 - 10 hours,Yes,Yes,12,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,128,66,72,No preference,Brown,17,20,1 - 10 hours,None,No,Yes,25,10,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Senior,21,128,67,72,Hazel/Green,Brown,16,16,11 - 20 hours,1 - 10 hours,No,Yes,11,3,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Red,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,20,128,63,73,Blue,Black,14,9,None,None,No,Yes,39,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,128,67,74,Blue,Blond,14,6,None,None,No,Yes,30,8,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Other,Sophomore,19,128,66,75,Brown,Brown,16,3,None,None,Yes,Yes,20,5,Off-campus housing
I own a cell phone that is a smartphone.,Other,No,Female,Red,Long,Away from the shower,Toward the shower,Away from the shower,Freshman,18,128,69,75,No preference,Black,15,10,None,None,No,Yes,26,2,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,128,67,77,Brown,Brown,17,20,None,None,No,Yes,20,4,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,129,62,70,No preference,No Preference,16,12,None,None,No,Yes,16,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Short,Away from the shower,Away from the shower,Away from the shower,Junior,20,129,64,70,No preference,No Preference,17,15,None,None,Yes,Yes,28,4,Off-campus housing
I own a cell phone that is not a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,18,129,65,70,No preference,No Preference,17,5,11 - 20 hours,None,No,Yes,22,2,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Blond,Short,Toward the shower,Other,Toward the shower,Freshman,18,129,69,64,Blue,Blond,17,8,None,None,Yes,Yes,15,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,18,129,70,67,No preference,Brown,16,12,None,None,Yes,Yes,9,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Senior,21,129,70,74,Blue,Brown,16,10,None,1 - 10 hours,Yes,Yes,23,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,129,64,74,Brown,Black,16,10,None,1 - 10 hours,Yes,Yes,21,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Away from the shower,Away from the shower,Toward the shower,Junior,20,138,71,70,No preference,Brown,16,30,None,None,No,Yes,11,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,138,63,70,No preference,No Preference,17,15,None,None,No,Yes,15,3,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Short,Away from the shower,Away from the shower,Away from the shower,Junior,20,138,65,70,No preference,No Preference,17,30,None,None,Yes,Yes,5,3,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,138,68,70,No preference,Brown,18,9,None,None,No,Yes,20,0,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,138,69,64,No preference,No Preference,15,6,None,None,Yes,Yes,20,6,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Away from the shower,Toward the shower,Junior,23,138,74,68,No preference,No Preference,10,,11 - 20 hours,None,No,Yes,3,4,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Other,Away from the shower,Junior,20,138,69,72,Blue,Blond,16,7,None,None,No,Yes,31,31,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,138,70,74,Blue,Brown,14,5,11 - 20 hours,1 - 10 hours,No,Yes,46,5,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,138,68,74,Blue,Black,16,32,None,1 - 10 hours,No,Yes,5,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,138,72,75,Brown,Brown,17,12,None,None,No,Yes,30,4,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,139,70,70,Blue,Black,16,30,None,None,Yes,Yes,35,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,139,66,70,Hazel/Green,Brown,15,30,None,1 - 10 hours,Yes,Yes,21,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,139,62,71,Blue,Brown,13,20,None,None,Yes,Yes,12,2,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,139,66,66,No preference,No Preference,15,12,None,None,No,Yes,25,14,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,Yes,Male,Brown,Short,Toward the shower,Toward the shower,Away from the shower,Sophomore,46,139,70,68,No preference,Red,12,8,None,None,No,Yes,49,6,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,139,65,69,No preference,Brown,16,21,None,11 - 20 hours,No,Yes,26,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,139,66,73,Blue,Brown,16,8,1 - 10 hours,None,Yes,Yes,17,2,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,139,67,74,Brown,Brown,15,10,None,None,Yes,Yes,10,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,139,70,77,No preference,Brown,16,14,None,None,Yes,Yes,15,2,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Other,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Senior,21,139,71,77,Hazel/Green,Brown,13,2,1 - 10 hours,None,Yes,Yes,20,0,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,140,65,70,Blue,Brown,16,10,More than 30 hours,11 - 20 hours,Yes,Yes,18,3,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,140,66,66,Blue,Blond,13,40,None,11 - 20 hours,No,Yes,44,8,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Medium,Toward the shower,Toward the shower,Away from the shower,Junior,20,141,72,67,Brown,Brown,17,7,None,None,Yes,Yes,32,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,141,73,67,No preference,Brown,13,8,None,None,Yes,Yes,16,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Other,21,143,72,70,Hazel/Green,No Preference,13,8,11 - 20 hours,None,Yes,Yes,17,0,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Female,Brown,Short,Away from the shower,Toward the shower,Away from the shower,Junior,19,130,66,53,No preference,No Preference,16,12,None,None,No,Yes,20,7,Living at home with family
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Senior,21,130,60,71,No preference,No Preference,17,9,None,11 - 20 hours,No,Yes,18,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Senior,21,130,71,64,Blue,Brown,18,25,1 - 10 hours,1 - 10 hours,No,Yes,10,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Away from the shower,Away from the shower,Away from the shower,Junior,22,130,72,65,No preference,Brown,15,2,None,None,No,Yes,4,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,130,70,67,Brown,Black,19,2,None,None,No,Yes,44,3,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,21,130,71,68,No preference,No Preference,17,15,None,None,No,Yes,10,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Senior,21,130,71,68,Blue,Brown,16,5,None,11 - 20 hours,Yes,Yes,7,4,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,22,130,73,68,No preference,Brown,13,15,21 - 30 hours,None,Yes,Yes,16,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,Yes,Male,Brown,Short,Toward the shower,Away from the shower,Away from the shower,Senior,23,130,74,68,Blue,Blond,12,24,None,None,Yes,Yes,24,9,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Black,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,21,130,65,73,Blue,Blond,15,5,11 - 20 hours,None,No,Yes,10,5,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,130,61,74,Blue,Blond,17,10,11 - 20 hours,None,Yes,Yes,10,0,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,130,63,74,Blue,Brown,13,5,None,None,Yes,Yes,10,0,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,21,130,66,74,Blue,Brown,16,25,None,1 - 10 hours,No,Yes,10,8,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,130,67,74,Hazel/Green,Brown,16,14,1 - 10 hours,None,Yes,Yes,5,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,130,67,74,Hazel/Green,Brown,13,2,21 - 30 hours,None,Yes,Yes,5,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Senior,22,130,68,74,Blue,Brown,15,15,11 - 20 hours,None,Yes,Yes,35,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,130,72,74,No preference,No Preference,18,20,None,None,Yes,Yes,30,4,Off-campus housing
